PRODUCT_CODE,DEVICE_NAME
NEZ,"System, Imaging, Gastrointestinal, Wireless, Capsule"
NFK,"Kit, Repair, Catheter, Hemodialysis"
NHV,"System, Water Purification, General Medical Use"
NIE,"Catheter, Hemodialysis, Triple Lumen, Non-Implanted"
NIF,"Catheter, Hemodialysis, Triple Lumen, Implanted"
NLM,"Laparoscope, General & Plastic Surgery, Reprocessed"
NLR,"Unit, Electrosurgical, Endoscopic (With Or Without Accessories), Reprocessed"
NLS,"Instrument, Biopsy, Reprocessed"
NLT,"Snare, Flexible, Reprocessed"
NLU,"Forceps, Biopsy, Electric, Reprocessed"
NLV,"Electrode, Flexible Suction Coagulator, Reprocessed"
NLW,"Electrode, Electrosurgical, Active, Urological, Reprocessed"
NLX,"Needle, Pneumoperitoneum, Spring Loaded, Reprocessed"
NML,"Catheter, Biliary, Reprocessed"
NMX,"Needle And Needle Set, Gastro-Urology, Reprocessed"
NMY,"Needle, Endoscopic, Reprocessed"
NNE,"Needle, Fistula, Reprocessed"
NNG,"Set, Dialysis, Single Needle With Uni-Directional Pump, Reprocessed"
NNW,"Bag, Urine Collection, Leg, For External Use, Non-Sterile"
NNX,"Device, Incontinence, Urosheath Type, Non-Sterile"
NNY,"Sheath, Corrugated Rubber, For Non-Indwelling Catheter, Non-Sterile"
NNZ,"System, Urine Drainage, Closed, For Non-Indwelling Catheter, Non-Sterile"
NOA,"Device, Paste-On For Incontinence, Non-Sterile"
NON,"Forceps, Biopsy, Non-Electric, Reprocessed"
NOO,"Clamp, Dialysis Arm"
NOY,"Agents, Embolic, For Treatment Of Benign Prostatic Hyperplasia"
NQJ,"Catheter, Hemodialysis, Non-Implanted, Ultrafiltration, For Peripheral Use"
NQT,"Dislodger, Stone, Flexible, Ureteral, Reprocessed"
NQU,"Dislodger, Stone, Basket, Ureteral, Metal, Reprocessed"
NSI,"System, Imaging, Esophageal, Wireless, Capsule"
NTN,Led Light Source
NTZ,"Strip, Dialysate, Ph, Bicarbonate, Glucose, Acid, Indicator"
NUB,"Colonic Irrigation System, General Well Being"
NWB,"Endoscope, Accessories, Narrow Band Spectrum"
NWI,Electrosurgical Electrode Kit
NWO,"Kit, Catheter, Urinary (Exludes Hiv Testing)"
NWP,Suprapubic Cystostomy Catheter Kit
NWS,"Kit, Choledochoscope, Flexible And Rigid"
NWT,Endoscopic Cholangiogram Kit
NWU,Endoscope Introducer Kit
NYU,"Catheter, Hemodialysis, Implanted, Coated"
NYV,"Gastrointestinal Motility System, Capsule"
NZU,"Collector, Urine, Powered, Non Indwelling Catheter"
OCS,"Endoscopic Video Imaging System/Component, Gastroenterology-Urology"
OCT,"Anti Fog Solution And Accessories, Endoscopy"
OCU,Endoscopic Storage Cover
OCV,Endoscope Holder
OCW,Endoscopic Tissue Approximation Device
OCX,Endoscopic Irrigation/Suction System
OCY,"Endoscopic Guidewire, Gastroenterology-Urology"
OCZ,"Endoscopic Grasping/Cutting Instrument, Non-Powered"
ODA,Endoscopic Central Control Unit
ODB,Endoscopic Contamination Prevention Sheath
ODC,Endoscope Channel Accessory
ODD,Endoscopic Retrograde Cholangiopancreatography (Ercp) Cannula
ODE,"Endoscopic Suture/Plication System, Gastroesophageal Reflux Disease (Gerd)"
ODF,"Mini Endoscope, Gastroenterology-Urology"
ODG,"Endoscopic Ultrasound System, Gastroenterology-Urology"
ODN,Ultrafiltration-Controlled Nocturnal Dialysate Delivery System
ODX,Autonomous Extracorporeal Blood Leak Detector/Alarm
OHR,Catheter Care Tray
OLH,Orchidometer
ONJ,Dissolvable Gel For Preventing Ureteral Stone Migration
ONW,Hemodialysis System For Home Use
ONY,Oral Removable Retainer For Weight Management
OOW,Applicator For Rectal Suppository
OQT,"Prostate Lesion, Documentation, System"
PBP,Rectal Insert
PCU,"Pancreatic Stent, Covered, Metallic, Removable"
PCV,Endoscopic Leak Tester
PEA,"Endoscope, Accessories, Image Post-Processing For Color Enhancement"
PEH,Hemodialysis Catheter Luer End Cap
PEV,Dialysis Administration Kit
PEW,Implantable Transprostatic Tissue Retractor System
PFH,Venous Window Needle Guide
PGD,Colon Capsule Imaging System
PGU,Spatial Imaging For Display Of Endoscope Position
PHT,Basin For Endoscope Reprocessing
PIA,Vibrator For Climax Control Of Premature Ejaculation
PID,Esophageal Dilator Balloon With Or Without Electrode Sensors
PIE,Esophageal Dilator With Balloon And Electrode Sensors
PIF,Gastrointestinal Tubes With Enteral Specific Connectors
PIH,Urethral Insert With Pump For Bladder Drainage
PIN,Kidney Perfusion Kit
PIO,Enteral Specific Transition Connectors
PJH,Dynamic Rectal Control System
PKI,Fully Subcutaneous Implanted Hemodialysis Catheter
PKL,Hemostatic Metal Clip For The Gi Tract
PLI,Gastrointestional Tube Holder
PLL,Submucosal Injection Agent
PLP,High Intensity Ultrasound System For Prostate Tissue Ablation
PLQ,Enzyme Packed Cartridge
PNB,Biliary Stent System For Benign Strictures
PNG,"Peritoneal, Drainage Catheter For Refractory Ascites, Long-Term Indwelling"
PNR,Enteral Syringes With Enteral Specific Connectors
POZ,Biopsy Needle Kit
PPA,Bladder Irrigation Kit
PPB,Foley Catheter Kit (Excludes Hiv Testing)
PPC,Male External Catheterization Kit (Excludes Hiv Testing)
PPD,Universal Drainage Tray
PPE,Nephroscope Set
PPF,Urinary Irrigation Kit
PPG,Urinary Drainage Collection Kit
PPH,Single Needle With Uni-Directional Pump Kit
PPI,Hemodialysis Tray (Not A Start/Stop Kit)
PPJ,Peritoneal Dialysis Administration Kit
PPK,Peritoneal Dialysis Tubing Kit
PPL,Single Needle (Co-Axial Flow) Dialysis Kit
PPO,Multi-Lumen Hemodialysis Catheterization Kit
PQE,Ostomy Care Kit
PRM,Enteral Administration Kit (Adult & Pediatric)
PRO,Anti-Regurgitation Blood Tubing Kit
PRP,Balloon Gastrostomy Tube Kit
PRQ,Esophageal Dilator Kit
PRR,Feeding Tube Kit
PRS,Gastric Colonic Catheter Irrigation Kit
PRT,Gastric Irrigation And Aspiration Kit
PRU,Gastric Lavage Kit (Adult Or Pediatric Use)
PRV,Gastro-Urology Biopsy Kit
PRW,Gastrointestinal Tube Kit
PRX,Gastrostomy Guide Wire Placement Kit
PRY,Gastrostomy Jejunostomy Feeding Tube Kit
PRZ,Gastrostomy Tube Kit
PSA,Laparoscopic Jejunostomy Kit
PSB,Nasogastric Feed Tube Kit
PSC,Nasogastric-Gastrojejunal Kit
PSD,Laparoscopic Gastrostomy Kit
PSE,Needle Catheter Jejunostomy Kit
PSF,Non-Balloon Replacement Gastrostomy System
PSG,Percutaneous Endoscopic Gastrostomy Kit
PSH,Percutaneous Replacement Gastrostomy Tube Kit
PSJ,Rectal Dilator Kit
PSK,Replacement Gastrostomy Feeding Catheter Tray
PSX,Chlorine Meter
PTK,Pediatric Esophageal Atresia Anastomosis Device
PTQ,"Endoscopic Magnetic Retriever, Exempt"
PTR,"Scissors For Cytoscope, Exempt"
PTS,"Endoscopic Grasping/Cutting Instrument, Non-Powered, Exempt"
PTT,"Biliary Catheter For Irrigation And Contrast Injection, Exempt"
PTU,"Catheter, Peritoneal, Long-Term Indwelling, Exempt"
PTV,"Catheter, Peritoneal Dialysis, Single Use, Exempt"
PTW,"System, Peritoneal, Automatic Delivery, Exempt"
PVY,Vasovasostomy Set
QAJ,Cutaneous Electrode Stimulator For Urinary Incontinence
QAX,Hemodialyzer With Expanded Solute Removal Profile
QEF,Pressure Ulcer Management Tool
QEJ,Flushing Solution For Short Term Storage Of Veins At Room Temperature During Coronary Artery Bypass Graft Surgeries
QFQ,"Ingested, Transient, Space Occupying Device For Weight Management And/Or Weight Loss"
QFZ,Gastroenterology-Urology Accessories To A Biopsy Instrument
QGA,Penile Implant Surgical Accessories
QGB,Ureteral Stent Accessories
QGC,Suprapubic Catheter Accessories
QGD,Implanted Mechanical/Hydraulic Urinary Continence Device Surgical Accessories
QGE,"Biliary Stent, Drain, And Dilator Accessories"
QGG,Esophageal Sheath With Distal Balloon Anchor
QHH,Non-Implanted Nerve Stimulator For Pain Associated With Irritable Bowel Syndrome (Ibs)
QIJ,Endoscopic Transhepatic Venous Access Needle
QIR,Pediatric Hemodialysis System
QIS,"Esophageal, Mucosal, Electrical Characterization"
QJN,"Laparoscopic Accessories, Esophageal Sizing"
QKA,Temporarily-Placed Urethral Opening System For Symptoms Of Benign Prostatic Hyperplasia
QKZ,Magnetically Maneuvered Capsule Endoscopy System
QMY,Computerized Behavioral Therapy Device For Treating Symptoms
QNE,Endoscopic Pancreatic Debridement Device
QNP,Gastrointesinal Lesion Software Detection System
QON,Implanted Electrical Device Intended For Treatment Of Fecal Incontinence
QRC,Non-Implanted Electrical Stimulation Device For Management Of Premature Ejaculation
QSW,Endoscopic Traction Device
QTD,Endoscopic Suturing Device For Altering Gastric Anatomy For Weight Loss
QTH,Endoscopic Light-Projecting Measuring Device
QTN,Orally Ingested Transient Device For Constipation
QUD,Blood Detection Capsule
QUN,Tether Accessory For Use In The Gastrointestinal Tract
QWW,Non-Medicated Topical Formulation For Treatment Of Erectile Dysfunction.
QXH,Gallbladder Drainage Stent And Delivery System
QXM,Implanted Tibial Electrical Urinary Continence Device
QZF,Gastrointestinal Capsule Endoscopy Analysis Software Device
SBX,Software For Endoscopy Procedure Metrics
SCB,Deflation Needle For Removal Of Intragastric Balloon
SCT,Foley Catheters And Accessories With Additional Safety Features
SAK,Software Device To Aid In The Prediction Or Diagnosis Of Sepsis
GZD,"Stimulator, Spinal-Cord, Implanted, For Bladder Evacuation"
HIR,Perineometer
OCQ,"Laparoscopic Bladder-Neck Suspension Instrument, Stress Urinary Incontinence"
PTE,Endoscopic Morcellator Gastroenterology
PWJ,"Instrumentation, Surgical Mesh, Urogynecologic, Stress Urinary Incontinence"
QAG,Endoscopic Electrosurgical Clip Cutting System
QQR,Circumcision Device With Stapler
OAG,"Garment, Storage, Peritoneal Dialysis Catheter"
ESW,"Prosthesis, Esophageal"
LNK,Laser For Gastro-Urology Use
MQR,"Stent, Colonic, Metallic, Expandable"
MUK,"Electrosurgical Radiofrequency System, Stress Urinary Incontinence, Female, Transvaginal Or Laparoscopic, Pelvic Tissue"
MUM,"Stent, Metallic, Expandable, Duodenal"
NEJ,"System, Cryosurgical, Liquid Nitrogen, For Gastroenterology"
OTM,"Mesh, Surgical, For Stress Urinary Incontinence, Male"
OTN,"Mesh, Surgical, Synthetic, Urogynecologic, For Stress Urinary Incontinence, Retropubic Or Transobturator"
PAG,"Mesh, Surgical, Non-Synthetic, Urogynecologic, For Stress Urinary Incontinence, Retropubic Or Transobturator"
PAH,"Mesh, Surgical, Synthetic, Urogynecologic, For Stress Urinary Incontinence, Female, Mini-Sling"
PZP,Fluid Jet Removal System
EZZ,"Prosthesis, Vas Deferens"
FAA,"Replacer, Urethral"
FAB,"Replacer, Ureteral"
FAC,"Valve, Ureterovesicle"
FAG,"Prosthesis, Urethral Sphincter"
FAO,"Device, Cystometric, Air"
FBY,"Cooler, Esophageal And Gastric"
FBZ,"Cooler, Prostatic"
LEI,"Implant, Anti-Gastroesophageal Reflux"
LIL,"Monitor, Penile Tumescence"
LJE,"Catheter, Nephrostomy"
LKN,"Separator, Automated, Blood Cell And Plasma, Therapeutic"
LKX,"Device, Thermal, Hemorrhoids"
LNL,"Stimulator, Electrical For Sperm Collection"
LNM,"Agent, Bulking, Injectable For Gastro-Urology Use"
LNQ,Intestinal Stimulator
LNR,"System, Photopheresis, Extracorporeal"
LOA,"Device, Testicular Hypothermia"
LQQ,"Columns, Immunoadsorption In Extracorporeal Systems"
LQS,"Spermatocele, Alloplastic"
LRL,"Cushion, Hemorrhoid"
LTI,"Implant, Intragastric For Morbid Obesity"
LXW,"Column, Adsorption, Low Density, Lipoprotein"
MDP,"Separator For Therapeutic Purposes, Membrane Automated Blood Cell/Plasma"
MEQ,"System, Hyperthermia, Rf/Microwave (Benign Prostatic Hyperplasia),Thermotherapy"
MER,"Stent, Urethral, Prostatic, Permanent Or Semi-Permanent"
MES,"Stent, Urethral, Bulbous, Permanent Or Semi-Permanent"
MIK,"Device, Ultrasonic, Thermal Ablation"
MIP,Implanted Fecal Incontinence Device
MMY,"Lipoprotein, Low Density, Removal"
MOA,"Analyzer, Diagnostic, Fiber Optic (Colon)"
MRE,"Solution, Sodium Hyaluronate"
MXQ,"Stent, Urethral, External Sphincter, Permanent"
NAZ,"Stimulator, Bladder"
NCV,"Lithotripter, Shockwave (For Treating Gallbladder Stones)"
NZC,"Stent, Urethral, Prostatic, Semi-Permanent"
OAY,"Light Source System, Diagnostic Endoscopic"
OCK,"Transurethral Occlusion Insert, Urinary Incontinence-Control, Female"
ODH,Implantable Bladder-Evacuation Electrical Stimulation System
OKN,"Hyperthermia System, Bladder Cancer Treatment, With Chemotherapy"
OVL,"Hemodialyzer, High Cut-Off"
OYF,Aspiration Therapy System
PAT,Bladder System
PAZ,Electrical Stimulation  Bladder System
PBN,Apheresis For Focal Glomerulosclerosis In Adult And Pediatric Patients
PDI,Beta 2-Microglobulin Apheresis Column
PFE,Gastrointestinal Liner System
PHN,"Protective Coating, Mucoadhesive Application, For The Rectal Mucosa"
PHO,Normothermic Preservation System For Transplantation Of Initially Unacceptable Donor Lungs
PIK,Metabolic Neuromodulation System
PIM,Neuromodulator For Obesity
PMH,Mechanical Compression Device Fecal Incontinence (Non-Manually Operated)
QBA,Normothermic Machine Perfusion System For The Preservation Of Standard Criteria Donor Lungs Prior To Transplantation
QLO,Immunoadsorption Column For Emergency Use
QNB,Plasma Processing System For Converting Alpha To Pre-Beta High-Density Lipoprotein
QPT,"Stimulator, Tibial, Electrical, Implantable, For Urinary Incontinence"
QQK,Normothermic Machine Perfusion System For The Preservation Of Donor Livers Prior To Transplantation
QRH,"Catheter, Balloon, Urethral, Drug-Coated"
QXB,Drug Coated Prostatic Dilation Catheter For Benign Prostatic Hyperplasia
PHY,Sparse Sample Pk Profile And Dosing Software
QBV,Centrifuge For Preparation Of Cell Concentrate And/Or Plasma Concentrate
BSA,"Warmer, Blood, Electromagnetic Radiation"
BSB,"Warmer, Blood, Non-Electromagnetic Radiation"
DAP,"Fibrinogen And Fibrin Split Products, Antigen, Antiserum, Control"
DAR,"Fibrinogen And Split Products, Rhodamine, Antigen, Antiserum, Control"
DAT,"Fibrinogen And Split Products, Peroxidase, Antigen, Antiserum, Control"
DAX,"Fibrinogen And Split Products, Fitc, Antigen, Antiserum, Control"
DAZ,"Fibrinogen And Split Products, Antigen, Antiserum, Control"
DDQ,"Antigen, Antiserum, Control, Antithrombin Iii"
GFK,Fibrinogen Determination Standards And Controls
GFO,Activated Partial Thromboplastin
GFS,"Standards And Controls, Hemoglobin, Normal And Abnormal"
GFT,Protamine Sulphate
GFX,Fibrinogen Standard
GGC,"Control, Plasma, Abnormal"
GGF,Acid Hematin
GGG,Guaiac Reagent
GGJ,"Fluid, Diluting, White-Cell"
GGK,"Products, Red-Cell Lysing Products"
GGL,"Control, White-Cell"
GGM,"Control, Hemoglobin"
GGN,"Plasma, Coagulation Control"
GGO,"Reagent, Thromboplastin And Control"
GGP,"Test, Qualitative And Quantitative Factor Deficiency"
GGQ,"Test, Prothrombin Consumption"
GGT,"Assay, Erythropoietin"
GGW,"Test, Time, Partial Thromboplastin"
GGX,"Pipette, Sahli"
GGY,"Pipette, Diluting"
GGZ,Oxyhemoglobin
GHA,"Hemoglobin, Alkali Resistant"
GHC,"Tube, Sedimentation Rate"
GHD,"Test, Leukocyte Alkaline Phosphatase"
GHH,Fibrin Split Products
GHK,"Centrifuge, Microsedimentation"
GHM,"Test, Sickle Cell"
GHO,Hemocytometer
GHQ,"Stain, Fetal Hemoglobin"
GHR,"Reagent, Platelet Aggregation"
GHS,"Assay, Carboxyhemoglobin"
GHY,"Hematocrit, Tube, Rack, Sealer, Holder"
GIE,Fibrometer
GIF,"Diluent, Blood Cell"
GIG,Hemoglobinometer
GII,"Glutathione, Red-Cell"
GIL,"Plasma, Fibrinogen Control"
GIO,"Tube, Collection, Capillary Blood"
GIQ,Hemoglobin S
GIR,"Reagent, Russel Viper Venom"
GIS,"Test, Fibrinogen"
GIT,"Reagent & Control, Partial Thromboplastin Time"
GIZ,"Plasma, Control, Normal"
GJA,"Test, Thrombin Time"
GJB,Thrombin
GJC,"Assay, Sulfhemoglobin"
GJG,"Pipette, Quantitative, Hematology"
GJH,"Stain, Reticulocyte"
GJJ,"Stains, Heinz Body"
GJL,Romanowsky Stains
GJN,"Fluid, Diluting, Red-Cell"
GJP,"Control, Platelet"
GJR,"Control, Red-Cell"
GJS,"Test, Time, Prothrombin"
GJT,"Plasma, Coagulation Factor Deficient"
GJW,"Pipette, Pasteur"
GJZ,Cyanomethemoglobin Reagent And Standard Solution
GKA,Abnormal Hemoglobin Quantitation
GKB,"Device, Automated Sedimentation Rate"
GKE,Osmotic Fragility Testing
GKF,"Instrument, Hematocrit, Automated"
GKG,"Centrifuge, Hematocrit"
GKH,"Apparatus, Automated Blood Cell Diluting"
GKJ,"Spinner, Slide, Automated"
GKK,Cyanomethemoglobin
GKL,"Counter, Cell, Automated (Particle Counter)"
GKM,"Hand-Tally, Differential"
GKN,"Timer, Clot, Automated"
GKP,"Instrument, Coagulation, Automated"
GKQ,"Test, Thromboplastin Generation"
GKR,"System, Hemoglobin, Automated"
GKT,"Separator, Automated, Blood Cell, Diagnostic"
GKW,"Aggregometer, Platelet, Thrombokinetogram"
GKX,"Instrument, Automated Platelet Counting"
GKZ,"Counter, Differential Cell"
GLG,"Platelet Counting, Manual"
GLK,"Control, Hematocrit"
GLQ,"Mixture, Control, White-Cell And Red-Cell Indices"
GLY,Oximeter To Measure Hemoglobin
JBB,"Solubility, Hemoglobin, Abnormal"
JBD,"System, Analysis, Electrophoretic Hemoglobin"
JBE,Cell Enzymes (Erythrocytic And Leukocytic)
JBF,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Screening"
JBG,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Spot"
JBH,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Micromethod"
JBI,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Catalase Inhibition"
JBJ,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Methemoglobin Reduction"
JBK,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), U.V. Kinetic"
JBL,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Quantitative"
JBM,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Electrophoresis"
JBN,Fibrin Monomer Paracoagulation
JBO,"Test, Euglobulin Lysis"
JBP,Activated Whole Blood Clotting Time
JBQ,Antithrombin Iii Quantitation
JBR,"Test, Heparin Neutralization"
JBT,"Timer, Coagulation"
JBW,"Red-Cell Indices, Measured"
JBX,"Aggregrometer, Platelet"
JBY,"Aggregometer, Platelet, Photo-Optical Scanning"
JBZ,"Study, Platelet Adhesive"
JCA,"Device, Bleeding Time"
JCF,Lymphocyte Separation Medium
JCG,"Fluid, Diluting, Manual Cell"
JCJ,Alkaline Phosphatase
JCM,"Control, Hemoglobin, Abnormal"
JCN,"Control, Cell Counter, Normal And Abnormal"
JCO,Bothrops Atrox Reagent
JIO,"Blood, Occult, Colorimetric, In Urine"
JIP,"Blood, Occult, Enzymatic Method, In Urine"
JLM,"Isoenzymes, Electrophoretic, Glucose-6-Phosphate Dehydrogenase"
JMB,"Visual, Semi-Quant. (Colorimetric), Glucose-6-Phosphate Dehydrogenase"
JMC,"Nadp Reduction (U.V.), Glucose-6-Phosphate Dehydrogenase"
JMH,"Fluorescence, Visual Observation (Qual., U.V.), Glutathione Reductase"
JOX,"Analyzer, Heparin, Automated"
JOY,"Device, Automated Cell-Locating"
JOZ,"System, Automated Platelet Aggregation"
JPA,"System, Multipurpose For In Vitro Coagulation Studies"
JPB,Hemoglobin M
JPC,Hemoglobin F Quantitation
JPD,Hemoglobin A2 Quantitation
JPE,"Antithrombin Iii, Two Stage Clotting Time Assay"
JPF,Prothrombin-Proconvertin And Thrombotest
JPH,"Test, Erythrocyte Sedimentation Rate"
JPI,"Device, Hematocrit Measuring"
JPJ,"Red-Cell Indices, Calculated"
JPK,"Mixture, Hematology Quality Control"
JWO,"Device, Blood Volume Measuring"
JWR,Atp Release (Luminescence)
KFF,"Assay, Heparin"
KHE,"Reagent, Occult Blood"
KHF,Adenine Nucleotide Quantitation
KHG,Whole Blood Hemoglobin Determination
KQE,"Assay, Erythrocytic Glucose-6-Phosphate Dehydrogenase"
KQF,"Assay, Glutathione Reductase"
KQG,"Instrument, Coagulation"
KQH,Red-Cell Indices
KQI,"Assay, Fetal Hemoglobin"
KQJ,"System, Fibrinogen Determination"
KRX,Calibrator For Cell Indices
KRY,Calibrator For Platelet Counting
KRZ,Calibrator For Hemoglobin And Hematocrit Measurement
KSA,Calibrator For Red-Cell And White-Cell Counting
KSB,"Set, Transfer (Blood/Plasma)"
KSD,"Device, Heat-Sealing"
KSE,"Refrigerator, Freezer, Blood Storage"
KSF,"Kit, Quality Control For Blood Banking Reagents"
KSG,"Media, Potentiating For In Vitro Diagnostic Use"
KSH,"Chamber, Environmental For The Storage Of Platelet Concentrate"
KSI,Lectins And Protectins
KSK,"Solution, Stabilized Enzyme"
KSL,"Solution, Copper Sulfate For Specific Gravity Determinations"
KSM,"System, Test, Combs, Automated"
KSN,"Centrifuge, Cell-Washing, Automated For Immuno-Hematology"
KSO,"Centrifuge, Blood-Bank For In Vitro Diagnostic Use"
KSP,"Apparatus, Cell-Freezing And Reagents"
KSQ,"Device, Blood Mixing And Blood Weighing"
KSR,"Container, Empty, For Collection & Processing Of Blood & Blood Components"
KSS,"Supplies, Blood-Bank"
KST,"System, Blood Collection, Vacuum-Assisted, Manual"
KSW,"System, Processing For Frozen Blood"
KSX,"Substance, Blood Grouping Of Non-Human Origin For In Vitro Diagnostic Use"
KSY,"Boxes, View, Blood Grouping"
KSZ,"System, Test, Automated Blood Grouping And Antibody"
KZL,"Device, Warming. Blood And Plasma"
LCO,Platelet Factor 4 Radioimmunoassay
LCP,"Assay, Glycosylated Hemoglobin"
LGL,"Assay, Bart'S, Hemoglobin"
LGO,"Test, Leukocyte Typing"
LGP,"Assay, Alpha-2-Antiplasmin"
LIM,"Test, Screening, For D Positive Fetal Rbc'S"
LJX,"Test, Urine Leukocyte"
LKM,"Counter, Urine Particle"
LKZ,Red-Cell Count By Photometry
LLG,"Kit, Igg, Platelet Associated"
MAM,"Dna-Probe, B And T Lymphocyte"
MIF,Prothrombin Fragment 1.2
MLL,Hemoglobin C (Abnormal Hemoglobin Variant)
MMH,Blood Establishment Computer Software And Accessories
MYJ,"Device, Mixing And Weighing, Semi-Automated"
MYX,"System, Blood Collection, Vacuum-Assisted, Automated"
MZG,"Test, Residual, Wbc In Leukoreduced Blood"
NOZ,"Assay, 1,5-Anhydroglucitol (15ag)"
NRF,"Material, Quality Control, Semen Analysis"
NRS,"Control Material, Blood Circulating Epithelial Cancer Cell"
NVG,"Tissue Culture, Accessories, Dental"
OAO,Cord Blood Processing System And Storage Container
OBW,"11-Dehydro Thromboxane B2 Kit, Urinary"
ODV,Vitamin K Epoxide Reductase Complex Subunit One (Vkorc1) Genotyping System
OMM,"Test 5, 10-Methylenetetrahydrofolate Reductase Mutations, Genomic Dna Pcr"
OOF,Cryogenic Cord Blood Storage Container
OOX,Automated Occult Blood Analyzer
OQX,Self-Contained Blood Grouping 
ORG,Platelet And Plasma Separator For Bone Graft Handling
OSL,"Control, Fecal Occult Blood"
OYE,Flow Cytometric Reagents And Accessories.
PBC,Manual Blood Grouping And Antibody Test Systems
PKG,Bone Marrow Processing Device To Support Hematopoietic Reconstitution
PMG,Automated Multicolor Fluorescent Imaging Cytometric Analysis System
PMQ,Peripheral Blood Processing Device For Wound Management
POV,Semen Analysis Device
PWD,Flow Cytometric Test System For Hematopoietic Neoplasms
